Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,5dpf_Intensity_1 Spectral Count,5dpf_Intensity_10 Spectral Count,5dpf_Intensity_11 Spectral Count,5dpf_Intensity_12 Spectral Count,5dpf_Intensity_2 Spectral Count,5dpf_Intensity_3 Spectral Count,5dpf_Intensity_4 Spectral Count,5dpf_Intensity_5 Spectral Count,5dpf_Intensity_6 Spectral Count,5dpf_Intensity_7 Spectral Count,5dpf_Intensity_8 Spectral Count,5dpf_Intensity_9 Spectral Count,3dpf_Intensity_1 Spectral Count,3dpf_Intensity_10 Spectral Count,3dpf_Intensity_11 Spectral Count,3dpf_Intensity_12 Spectral Count,3dpf_Intensity_2 Spectral Count,3dpf_Intensity_3 Spectral Count,3dpf_Intensity_4 Spectral Count,3dpf_Intensity_5 Spectral Count,3dpf_Intensity_6 Spectral Count,3dpf_Intensity_7 Spectral Count,3dpf_Intensity_8 Spectral Count,3dpf_Intensity_9 Spectral Count,5dpf_Intensity_1 Unique Spectral Count,5dpf_Intensity_10 Unique Spectral Count,5dpf_Intensity_11 Unique Spectral Count,5dpf_Intensity_12 Unique Spectral Count,5dpf_Intensity_2 Unique Spectral Count,5dpf_Intensity_3 Unique Spectral Count,5dpf_Intensity_4 Unique Spectral Count,5dpf_Intensity_5 Unique Spectral Count,5dpf_Intensity_6 Unique Spectral Count,5dpf_Intensity_7 Unique Spectral Count,5dpf_Intensity_8 Unique Spectral Count,5dpf_Intensity_9 Unique Spectral Count,3dpf_Intensity_1 Unique Spectral Count,3dpf_Intensity_10 Unique Spectral Count,3dpf_Intensity_11 Unique Spectral Count,3dpf_Intensity_12 Unique Spectral Count,3dpf_Intensity_2 Unique Spectral Count,3dpf_Intensity_3 Unique Spectral Count,3dpf_Intensity_4 Unique Spectral Count,3dpf_Intensity_5 Unique Spectral Count,3dpf_Intensity_6 Unique Spectral Count,3dpf_Intensity_7 Unique Spectral Count,3dpf_Intensity_8 Unique Spectral Count,3dpf_Intensity_9 Unique Spectral Count,5dpf_Intensity_1 Total Spectral Count,5dpf_Intensity_10 Total Spectral Count,5dpf_Intensity_11 Total Spectral Count,5dpf_Intensity_12 Total Spectral Count,5dpf_Intensity_2 Total Spectral Count,5dpf_Intensity_3 Total Spectral Count,5dpf_Intensity_4 Total Spectral Count,5dpf_Intensity_5 Total Spectral Count,5dpf_Intensity_6 Total Spectral Count,5dpf_Intensity_7 Total Spectral Count,5dpf_Intensity_8 Total Spectral Count,5dpf_Intensity_9 Total Spectral Count,3dpf_Intensity_1 Total Spectral Count,3dpf_Intensity_10 Total Spectral Count,3dpf_Intensity_11 Total Spectral Count,3dpf_Intensity_12 Total Spectral Count,3dpf_Intensity_2 Total Spectral Count,3dpf_Intensity_3 Total Spectral Count,3dpf_Intensity_4 Total Spectral Count,3dpf_Intensity_5 Total Spectral Count,3dpf_Intensity_6 Total Spectral Count,3dpf_Intensity_7 Total Spectral Count,3dpf_Intensity_8 Total Spectral Count,3dpf_Intensity_9 Total Spectral Count,5dpf_Intensity_1 Intensity,5dpf_Intensity_10 Intensity,5dpf_Intensity_11 Intensity,5dpf_Intensity_12 Intensity,5dpf_Intensity_2 Intensity,5dpf_Intensity_3 Intensity,5dpf_Intensity_4 Intensity,5dpf_Intensity_5 Intensity,5dpf_Intensity_6 Intensity,5dpf_Intensity_7 Intensity,5dpf_Intensity_8 Intensity,5dpf_Intensity_9 Intensity,3dpf_Intensity_1 Intensity,3dpf_Intensity_10 Intensity,3dpf_Intensity_11 Intensity,3dpf_Intensity_12 Intensity,3dpf_Intensity_2 Intensity,3dpf_Intensity_3 Intensity,3dpf_Intensity_4 Intensity,3dpf_Intensity_5 Intensity,3dpf_Intensity_6 Intensity,3dpf_Intensity_7 Intensity,3dpf_Intensity_8 Intensity,3dpf_Intensity_9 Intensity,5dpf_Intensity_1 MaxLFQ Intensity,5dpf_Intensity_10 MaxLFQ Intensity,5dpf_Intensity_11 MaxLFQ Intensity,5dpf_Intensity_12 MaxLFQ Intensity,5dpf_Intensity_2 MaxLFQ Intensity,5dpf_Intensity_3 MaxLFQ Intensity,5dpf_Intensity_4 MaxLFQ Intensity,5dpf_Intensity_5 MaxLFQ Intensity,5dpf_Intensity_6 MaxLFQ Intensity,5dpf_Intensity_7 MaxLFQ Intensity,5dpf_Intensity_8 MaxLFQ Intensity,5dpf_Intensity_9 MaxLFQ Intensity,3dpf_Intensity_1 MaxLFQ Intensity,3dpf_Intensity_10 MaxLFQ Intensity,3dpf_Intensity_11 MaxLFQ Intensity,3dpf_Intensity_12 MaxLFQ Intensity,3dpf_Intensity_2 MaxLFQ Intensity,3dpf_Intensity_3 MaxLFQ Intensity,3dpf_Intensity_4 MaxLFQ Intensity,3dpf_Intensity_5 MaxLFQ Intensity,3dpf_Intensity_6 MaxLFQ Intensity,3dpf_Intensity_7 MaxLFQ Intensity,3dpf_Intensity_8 MaxLFQ Intensity,3dpf_Intensity_9 MaxLFQ Intensity,Indistinguishable Proteins
sp|A0A0R4ITC5|TRRAP_DANRE,A0A0R4ITC5,TRRAP_DANRE,trrap,3841,Danio rerio,3:Protein inferred from homology,Transformation/transcription domain-associated protein,1,0.999,48,222,222,222,10,5,3,5,18,10,4,5,2,4,8,8,21,5,6,6,21,16,5,6,1,18,18,17,10,5,3,5,18,10,4,5,2,4,8,8,21,5,6,6,21,16,5,6,1,18,18,17,10,5,3,5,18,10,4,5,2,4,8,8,21,5,6,6,21,16,5,6,1,18,18,17,328710304,362111136,395875968,388674816,413741120,336095136,346466592,351866080,384628864,798700160,372158880,367936768,429857824,418631968,411012128,416478464,445293152,430260672,448874016,408566016,407669792,474681856,434889344,455850752,371131200,259894384,347251744,376392288,472774656,385640032,324525760,251907600,271299808,285936128,242748144,293987680,522765088,265169648,311379424,263768496,441207520,342368992,303013856,280887232,302157920,424985792,410224512,466244000,
sp|A0A0R4IVV0|MTP_DANRE,A0A0R4IVV0,MTP_DANRE,mttp,884,Danio rerio,1:Experimental evidence at protein level,Microsomal triglyceride transfer protein large subunit,1,0.999,18,129,129,129,8,13,6,11,9,5,10,12,10,11,13,15,1,0,0,0,1,1,1,1,0,0,0,1,8,13,6,11,9,5,10,12,10,11,13,15,1,0,0,0,1,1,1,1,0,0,0,1,8,13,6,11,9,5,10,12,10,11,13,15,1,0,0,0,1,1,1,1,0,0,0,1,139411568,215212960,182540320,208898304,68939744,174774496,203199440,208711872,162638992,311638400,312637824,331435552,13889872,2932002.2,0,5238256,16108790,5530764,19883502,3624592.5,0,2028435.5,3068425.5,4168352.8,33508902,37458388,34970876,38291664,21206032,35722980,42444232,39614188,29217930,29846894,46099872,43364136,8747683,11432439,0,4995460,13364865,10730890,6762810,14132981,0,7909258.5,11964379,16253206,
sp|A0A0R4IWI1|COE1A_DANRE,A0A0R4IWI1,COE1A_DANRE,ebf1a,591,Danio rerio,2:Experimental evidence at transcript level,Transcription factor COE1-A,1,0.999,9,85,78,85,4,1,5,1,4,5,4,3,1,4,2,2,3,3,3,3,6,5,2,5,1,7,7,4,3,1,4,1,4,5,4,3,1,3,2,2,3,3,2,3,6,5,2,4,0,7,6,4,4,1,5,1,4,5,4,3,1,4,2,2,3,3,3,3,6,5,2,5,1,7,7,4,71340560,11793955,17668800,17385008,77682408,53675512,33530272,22502724,8917748,48503384,39310552,44368164,28107454,37411352,41132016,37500608,43798696,46981236,12386454,25773980,0,77891952,50357812,62603552,16822566,8146561.5,10035029,11005676,21134530,18785138,19918394,9661708,8210701.5,20061890,17317492,16634410,14712938,10004568,11720009,13020543,14537221,14496041,8796867,14498177,0,16439021,17418948,13925627,
sp|A0A0R4IXF6|KAT2A_DANRE,A0A0R4IXF6,KAT2A_DANRE,kat2a,795,Danio rerio,2:Experimental evidence at transcript level,Histone acetyltransferase KAT2A,1,0.9982,3,8,8,8,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5472680,0,0,0,0,0,50673024,0,2534581,1673098.4,0,1640473.9,2503991.8,2089442.2,0,2798373,68268576,1620735.8,2205926.8,2251458.2,0,0,0,0,1722976.1,0,0,0,0,0,50673024,0,2118649.2,1832033.9,0,1796310.2,2741857.8,2287928.2,0,2207609,68268576,1774697,2415478,2465335,
sp|A0A0R4IZ84|EST1A_DANRE,A0A0R4IZ84,EST1A_DANRE,smg6,1544,Danio rerio,2:Experimental evidence at transcript level,Telomerase-binding protein EST1A,1,0.9966,4,7,7,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59676104,42618412,0,0,5595610.5,0,0,0,4180972.5,1295723.2,0,0,0,4463426,4665337,5006670,0,0,0,0,0,0,0,0,59676104,42618412,0,0,4518475.5,0,0,0,3807812.8,9230600,0,0,0,4065056.5,4248946.5,4559815,
sp|A0A1D5NS60|ZN16L_DANRE,A0A1D5NS60,ZN16L_DANRE,znf16l,528,Danio rerio,1:Experimental evidence at protein level,Zinc finger protein 16-like,0.8753,0.9918,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|A0A1Z2R986|EGLN_DANRE,A0A1Z2R986,EGLN_DANRE,eng,559,Danio rerio,2:Experimental evidence at transcript level,Endoglin,1,0.999,3,7,7,7,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3376207.2,0,0,800332.94,0,0,0,0,2659266.2,5284322,1585616.1,2676482.2,4619704.5,1246464.8,6751502,10535096,0,1053440.9,2647769.2,4039417.5,0,0,0,0,3376207.2,0,0,800332.94,0,0,0,0,1552914.6,3886065.5,3727482,2123046.2,2029635.4,1429900.6,2380516,3973136,0,2476439.2,1236698.2,1570755.1,
sp|A0A286Y9D1|PHF14_DANRE,A0A286Y9D1,PHF14_DANRE,phf14,914,Danio rerio,1:Experimental evidence at protein level,PHD finger protein 14,1,0.999,4,16,16,16,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,2,4,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,2,4,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,2,4,0,0,0,1,1,2,0,895703.6,0,0,723601.1,1916837.2,0,0,0,0,0,0,7268764,805135,522667.9,1377497.4,13932318,1589436,0,791903.75,0,5065117.5,7572874,3480921.5,0,1313871.9,0,0,1061421.5,2811732,0,0,0,0,0,0,3315493.5,1181020.4,766680.7,955953.06,4787191,0,0,549563.9,0,1834493.1,4072449,3250079.2,
sp|A0A2R8Q3S9|CLCC1_DANRE,A0A2R8Q3S9,CLCC1_DANRE,clcc1,609,Danio rerio,2:Experimental evidence at transcript level,Chloride channel CLIC-like protein 1,0.9993,0.999,2,18,18,18,0,1,0,0,0,0,1,1,0,0,0,1,1,2,2,2,0,1,1,2,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,2,2,2,0,1,1,2,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,2,2,2,0,1,1,2,0,0,1,2,0,0,902714.06,1862453.1,825448.8,0,1961070.5,846417.9,0,701986.1,0,891563.1,402784.12,1546435.4,2417898.2,2413027.2,800636.1,876441.56,1596233.5,2113309.2,0,644785.6,437151.88,0,0,0,902714.06,1862453.1,825448.8,0,1961070.5,846417.9,0,701986.1,0,891563.1,402784.12,1546435.4,2417898.2,2413027.2,800636.1,876441.56,1596233.5,2113309.2,0,644785.6,437151.88,0,
sp|A0A2R8QF68|GRIK2_DANRE,A0A2R8QF68,GRIK2_DANRE,grik2,908,Danio rerio,3:Protein inferred from homology,"Glutamate receptor ionotropic, kainate 2",0.9973,0.9988,3,5,5,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15231210,3328017,0,13578474,11649206,12282782,13231925,15442437,5817484,0,2365325.8,11118027,0,14556792,13981040,0,0,0,0,0,0,0,0,0,9052301,13752470,0,9845146,9365000,9874342,10637375,12414444,24039774,0,9774311,8937976,0,11702459,11239601,0,0,0,0,0,0,0,0,0,
