Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,TL1a Spectral Count,TL1b Spectral Count,TL2a Spectral Count,TL2b Spectral Count,TL1a Unique Spectral Count,TL1b Unique Spectral Count,TL2a Unique Spectral Count,TL2b Unique Spectral Count,TL1a Total Spectral Count,TL1b Total Spectral Count,TL2a Total Spectral Count,TL2b Total Spectral Count,TL1a_6dpf_Intensity,TL1b_6dpf_Intensity,TL2a_6dpf_Intensity,TL2b_6dpf_Intensity,TL1a MaxLFQ_6dpf_Intensity,TL1b MaxLFQ_6dpf_Intensity,TL2a MaxLFQ_6dpf_Intensity,TL2b MaxLFQ_6dpf_Intensity,Indistinguishable Proteins
sp|A0A8M3AJY3|ABRX2_DANRE,A0A8M3AJY3,ABRX2_DANRE,abraxas2,416,Danio rerio,1:Experimental evidence at protein level,BRISC complex subunit abraxas 2,0.9412,0.9989,1,3,3,3,1,1,0,1,1,1,0,1,1,1,0,1,18876398,21971996,0,10646192,18876398,21971996,0,10646192,
sp|A0A8M9PQ61|DESPB_DANRE,A0A8M9PQ61,DESPB_DANRE,dspb,2207,Danio rerio,2:Experimental evidence at transcript level,Desmoplakin-B,1,0.999,16,44,44,44,16,17,6,5,16,17,6,5,16,17,6,5,888116930,949639550,264313696,739601150,288069600,250654496,255093456,309496800,
sp|A0JMD0|CLU_DANRE,A0JMD0,CLU_DANRE,cluh,1400,Danio rerio,2:Experimental evidence at transcript level,Clustered mitochondria protein homolog,1,0.9978,4,9,9,9,2,1,3,3,2,1,3,3,2,1,3,3,0,0,0,167684896,0,0,0,0,
sp|A0JMQ0|BOP1_DANRE,A0JMQ0,BOP1_DANRE,bop1,777,Danio rerio,2:Experimental evidence at transcript level,Ribosome biogenesis protein bop1,0.9922,0.9863,2,3,3,3,0,1,1,1,0,1,1,1,0,1,1,1,0,0,150351488,148435920,0,0,150351488,148435920,
sp|A0MTA1|APEX1_DANRE,A0MTA1,APEX1_DANRE,apex1,310,Danio rerio,1:Experimental evidence at protein level,DNA repair nuclease APEX1,1,0.999,11,42,42,42,17,18,3,4,17,18,3,4,17,18,3,4,1076875900,1091243780,427988160,1290321410,475576256,509786656,0,946694530,
sp|A1A5H6|CNOT1_DANRE,A1A5H6,CNOT1_DANRE,cnot1,2374,Danio rerio,2:Experimental evidence at transcript level,CCR4-NOT transcription complex subunit 1,1,0.999,7,17,17,17,3,5,7,2,3,5,7,2,3,5,7,2,207741424,293213920,222832624,115221456,150411744,179450688,139191872,115221456,
sp|A1A5H8|YES_DANRE,A1A5H8,YES_DANRE,yes1,546,Danio rerio,1:Experimental evidence at protein level,Tyrosine-protein kinase yes,1,0.999,8,42,12,42,15,13,8,6,4,3,3,2,15,13,8,6,2239450370,1966675460,1505976190,1839467650,749596480,578124540,473479744,529380608,
sp|A1A5Z3|EFTS_DANRE,A1A5Z3,EFTS_DANRE,tsfm,305,Danio rerio,2:Experimental evidence at transcript level,"Elongation factor Ts, mitochondrial",0.5326,0.9851,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
sp|A1DZY4|RSLBL_DANRE,A1DZY4,RSLBL_DANRE,zgc:110179,253,Danio rerio,2:Experimental evidence at transcript level,Ras-like protein family member 11A-like,0.3671,0.9712,1,3,3,3,0,2,1,0,0,2,1,0,0,2,1,0,1436601600,1266097790,1135718660,1699853060,1436601600,1266097790,1135718660,1699853060,
sp|A1L1F4|PDS5A_DANRE,A1L1F4,PDS5A_DANRE,pds5a,1320,Danio rerio,2:Experimental evidence at transcript level,Sister chromatid cohesion protein PDS5 homolog A,1,0.999,8,15,15,15,3,4,3,5,3,4,3,5,3,4,3,5,524713344,730049340,554115070,749059650,439127680,491818656,327071136,518714240,
sp|A1L1G1|ESRP1_DANRE,A1L1G1,ESRP1_DANRE,esrp1,714,Danio rerio,2:Experimental evidence at transcript level,Epithelial splicing regulatory protein 1,0.515,0.9841,1,2,2,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
sp|A1L1W9|MOT10_DANRE,A1L1W9,MOT10_DANRE,slc16a10,505,Danio rerio,2:Experimental evidence at transcript level,Monocarboxylate transporter 10,0.9875,0.9876,2,8,8,8,1,1,3,3,1,1,3,3,1,1,3,3,190672640,1931950590,390016384,1301936770,305476512,1205929470,624844990,584814080,
sp|A1L243|MESD_DANRE,A1L243,MESD_DANRE,mesd,206,Danio rerio,2:Experimental evidence at transcript level,LRP chaperone MESD,0.9443,0.999,1,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,191935440,120868224,0,0,191935440,120868224,0,0,
sp|A1L251|ENASE_DANRE,A1L251,ENASE_DANRE,engase,713,Danio rerio,2:Experimental evidence at transcript level,Cytosolic endo-beta-N-acetylglucosaminidase,0.9964,0.9986,2,5,5,5,2,2,1,0,2,2,1,0,2,2,1,0,17527536,122093232,268796320,0,35261572,69393352,212929808,0,
sp|A1L260|CVN4A_DANRE,A1L260,CVN4A_DANRE,cavin4a,329,Danio rerio,1:Experimental evidence at protein level,Caveolae-associated protein 4a,1,0.999,7,31,31,31,9,11,6,5,9,11,6,5,9,11,6,5,1119734780,1316620930,990973310,1757048580,683114430,644464960,699287550,1037371200,
sp|A1XQX0|NR1AA_DANRE,A1XQX0,NR1AA_DANRE,nrxn1a,1491,Danio rerio,2:Experimental evidence at transcript level,Neurexin-1a,0.9989,0.9858,3,4,4,4,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,108865856,0,0,0,0,
sp|A2BGU8|SEPT3_DANRE,A2BGU8,SEPT3_DANRE,septin3,361,Danio rerio,2:Experimental evidence at transcript level,Neuronal-specific septin-3,1,0.999,5,20,20,20,6,6,6,2,6,6,6,2,6,6,6,2,365117952,53639772,426174976,0,146860304,134196168,221641184,0,
sp|A2RV29|ZN346_DANRE,A2RV29,ZN346_DANRE,znf346,301,Danio rerio,2:Experimental evidence at transcript level,Zinc finger protein 346,1,0.9989,3,10,10,10,3,4,2,1,3,4,2,1,3,4,2,1,179151088,130702936,90550200,77885424,86639896,69003832,90550200,77885424,
sp|A2VD23|STM_DANRE,A2VD23,STM_DANRE,stm,613,Danio rerio,2:Experimental evidence at transcript level,Protein starmaker,1,0.999,3,12,12,12,2,4,2,4,2,4,2,4,2,4,2,4,31059198,86248160,36419824,274170624,34535672,33283186,40496316,97142608,
sp|A3KP59|RIOX1_DANRE,A3KP59,RIOX1_DANRE,riox1,544,Danio rerio,2:Experimental evidence at transcript level,Ribosomal oxygenase 1,0.9415,0.9989,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,47216492,45113328,29347898,29846044,47216492,45113328,29347898,29846044,
sp|A3KP77|OXND1_DANRE,A3KP77,OXND1_DANRE,oxnad1,270,Danio rerio,2:Experimental evidence at transcript level,Oxidoreductase NAD-binding domain-containing protein 1,0.6647,0.9914,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
sp|A3KPA0|JAM3B_DANRE,A3KPA0,JAM3B_DANRE,jam3b,302,Danio rerio,1:Experimental evidence at protein level,Junctional adhesion molecule 3B,0.5903,0.9882,1,6,6,6,3,2,1,0,3,2,1,0,3,2,1,0,48247652,42402168,45300732,0,48247652,42402168,45300732,0,
sp|A3KPK0|AGO3_DANRE,A3KPK0,AGO3_DANRE,ago3,860,Danio rerio,3:Protein inferred from homology,Protein argonaute-3,0.9999,0.999,2,4,4,4,1,2,1,0,1,2,1,0,1,2,1,0,109626048,128684992,360879872,0,109626048,128684992,0,0,
sp|A3KPW9|BAG6_DANRE,A3KPW9,BAG6_DANRE,Bag6,1160,Danio rerio,3:Protein inferred from homology,Large proline-rich protein BAG6,0.8429,0.9968,1,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,68590888,26735768,0,0,68590888,26735768,0,0,
sp|A3QK16|ERLN2_DANRE,A3QK16,ERLN2_DANRE,erlin2,331,Danio rerio,2:Experimental evidence at transcript level,Erlin-2,0.9459,0.9732,2,3,3,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,124845240,126239936,0,0,124845240,126239936,
sp|A4IFW2|PTPRF_DANRE,A4IFW2,PTPRF_DANRE,ptprf,1909,Danio rerio,2:Experimental evidence at transcript level,Receptor-type tyrosine-protein phosphatase F,1,0.9983,3,3,3,3,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,122418800,0,0,0,0,
sp|A4IG53|COMTB_DANRE,A4IG53,COMTB_DANRE,comtb,264,Danio rerio,2:Experimental evidence at transcript level,Catechol O-methyltransferase B,0.6831,0.9921,1,3,3,3,1,0,1,1,1,0,1,1,1,0,1,1,48080680,0,0,0,0,0,0,0,
sp|A4QNZ7|P33MX_DANRE,A4QNZ7,P33MX_DANRE,p33monox,317,Danio rerio,1:Experimental evidence at protein level,Putative monooxygenase p33MONOX,0.5647,0.9869,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,14008659,0,0,0,0,0,0,0,
sp|A5D6U8|ACP7_DANRE,A5D6U8,ACP7_DANRE,acp7,443,Danio rerio,2:Experimental evidence at transcript level,Acid phosphatase type 7,0.9999,0.9988,2,11,11,11,4,2,2,3,4,2,2,3,4,2,2,3,420996544,332127456,114612096,503507552,214373568,182888640,143220432,268865760,
sp|A5PF48|MYO1C_DANRE,A5PF48,MYO1C_DANRE,myo1c,1026,Danio rerio,3:Protein inferred from homology,Unconventional myosin-Ic,0.9999,0.999,2,4,4,4,1,2,0,1,1,2,0,1,1,2,0,1,317128672,282967840,0,348220352,317128672,223068736,0,348220352,
sp|A5PF61|LEG1A_DANRE,A5PF61,LEG1A_DANRE,leg1a,364,Danio rerio,1:Experimental evidence at protein level,Protein leg1a,1,0.999,2,4,4,4,2,2,0,0,2,2,0,0,2,2,0,0,92049128,198913456,0,0,92049128,126359816,0,0,
sp|A5PL98|SDHB_DANRE,A5PL98,SDHB_DANRE,sdhb,280,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",1,0.9978,4,7,7,7,4,1,1,1,4,1,1,1,4,1,1,1,387853472,142278896,127755136,376421920,218340048,249137488,0,312306304,
sp|A5PLC8|PTMAB_DANRE,A5PLC8,PTMAB_DANRE,ptmab,106,Danio rerio,1:Experimental evidence at protein level,Prothymosin alpha-B,1,0.999,6,60,60,60,18,15,15,12,18,15,15,12,18,15,15,12,3155647230,2878749700,3606343940,3955056640,1628539520,1036273730,1975320450,2608333570,
sp|A5PLK2|LHPP_DANRE,A5PLK2,LHPP_DANRE,lhpp,270,Danio rerio,2:Experimental evidence at transcript level,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,1,0.999,3,11,11,11,4,2,5,0,4,2,5,0,4,2,5,0,32615492,55798008,40268208,0,32615492,43730696,25243712,0,
sp|A5PMX1|ZNT7_DANRE,A5PMX1,ZNT7_DANRE,slc30a7,387,Danio rerio,2:Experimental evidence at transcript level,Zinc transporter 7,0.9133,0.9984,1,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,118372496,0,199650464,0,118372496,0,199650464,
sp|A5PMY6|COL12_DANRE,A5PMY6,COL12_DANRE,colec12,720,Danio rerio,2:Experimental evidence at transcript level,Collectin-12,1,0.9988,2,7,7,7,1,2,1,3,1,2,1,3,1,2,1,3,17192172,21501584,18842006,83883352,17192172,21501584,18842006,52509944,
sp|A5WVX9|ZDH17_DANRE,A5WVX9,ZDH17_DANRE,zdhhc17,620,Danio rerio,2:Experimental evidence at transcript level,Palmitoyltransferase ZDHHC17,0.9999,0.9798,3,4,3,4,2,1,0,1,2,1,0,0,2,1,0,1,150364864,0,0,0,0,0,0,0,
sp|A7E2M3|EMC10_DANRE,A7E2M3,EMC10_DANRE,emc10,257,Danio rerio,2:Experimental evidence at transcript level,ER membrane protein complex subunit 10,0.99,0.9948,2,4,4,4,1,0,1,2,1,0,1,2,1,0,1,2,0,0,308831296,282150272,0,0,0,0,
sp|A7MCB7|TMA16_DANRE,A7MCB7,TMA16_DANRE,tma16,194,Danio rerio,2:Experimental evidence at transcript level,Translation machinery-associated protein 16,0.5223,0.9845,1,4,4,4,2,1,1,0,2,1,1,0,2,1,1,0,233454144,136540016,128609608,233184528,233454144,136540016,128609608,233184528,
sp|A8C984|MYLK3_DANRE,A8C984,MYLK3_DANRE,mylk3,715,Danio rerio,2:Experimental evidence at transcript level,Myosin light chain kinase 3,0.6918,0.9924,1,5,0,5,2,1,1,1,0,0,0,0,2,1,1,1,239289952,79756760,283698176,224327456,239289952,79756760,283698176,224327456,"sp|O42376|MK12_DANRE, sp|Q9DGD9|MK08_DANRE, sp|Q9DGE1|MK14B_DANRE, sp|Q9DGE2|MK14A_DANRE"
sp|A8E7C5|SAC2_DANRE,A8E7C5,SAC2_DANRE,inpp5f,1120,Danio rerio,3:Protein inferred from homology,Phosphatidylinositide phosphatase SAC2,0.9496,0.9685,2,4,4,4,0,1,1,2,0,1,1,2,0,1,1,2,0,778696190,268911136,490986592,0,778696190,268911136,490986592,
sp|A8WFR0|LAMP5_DANRE,A8WFR0,LAMP5_DANRE,lamp5,275,Danio rerio,2:Experimental evidence at transcript level,Lysosome-associated membrane glycoprotein 5,0.2665,0.9548,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
sp|A9C3P0|MLEC_DANRE,A9C3P0,MLEC_DANRE,mlec,285,Danio rerio,3:Protein inferred from homology,Malectin,1,0.999,5,16,16,16,6,4,4,2,6,4,4,2,6,4,4,2,419504960,363326912,646508990,83734808,142135280,103410272,205289872,255088240,
sp|A9C3R9|RP65B_DANRE,A9C3R9,RP65B_DANRE,rpe65b,532,Danio rerio,1:Experimental evidence at protein level,All-trans-retinyl ester 13-cis isomerohydrolase,0.9999,0.9734,3,9,8,9,1,1,4,3,1,1,4,2,1,1,4,3,0,0,0,81441840,0,0,0,0,
sp|A9JRC7|PP4CB_DANRE,A9JRC7,PP4CB_DANRE,ppp4cb,307,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase 4 catalytic subunit B,0.6511,0.9909,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
sp|A9JRE2|MTNA_DANRE,A9JRE2,MTNA_DANRE,mri1,353,Danio rerio,2:Experimental evidence at transcript level,Methylthioribose-1-phosphate isomerase,0.9979,0.9989,2,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
sp|A9JTH1|NCLDA_DANRE,A9JTH1,NCLDA_DANRE,ncalda,193,Danio rerio,2:Experimental evidence at transcript level,Neurocalcin-delta A,0.5587,0.9866,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,139823632,0,0,0,0,
sp|B0R0D7|COR1C_DANRE,B0R0D7,COR1C_DANRE,coro1ca,474,Danio rerio,2:Experimental evidence at transcript level,Coronin-1C-A,1,0.999,7,43,43,43,8,14,11,10,8,14,11,10,8,14,11,10,1618966530,2307123460,2058067580,3347888900,803641600,1083608830,761835840,979506690,
sp|B0S6C5|RTSTL_DANRE,B0S6C5,RTSTL_DANRE,retsatl,604,Danio rerio,1:Experimental evidence at protein level,"Inactive all-trans-retinol 13,14-reductase",1,0.999,3,6,6,6,1,1,2,2,1,1,2,2,1,1,2,2,169012288,105256312,251623840,330048704,0,105256312,160110048,207756320,
sp|B0S6R1|NCKP1_DANRE,B0S6R1,NCKP1_DANRE,nckap1,1128,Danio rerio,3:Protein inferred from homology,Nck-associated protein 1,1,0.999,10,33,33,33,13,9,5,6,13,9,5,6,13,9,5,6,836457730,787492610,393482112,465752704,335810016,262121680,265459248,245501552,
sp|B0UXP9|IMDH2_DANRE,B0UXP9,IMDH2_DANRE,impdh2,514,Danio rerio,3:Protein inferred from homology,Inosine-5'-monophosphate dehydrogenase 2,1,0.999,8,35,35,35,12,8,7,8,12,8,7,8,12,8,7,8,2231718400,1260896260,1470724480,1711766780,521638624,325112192,313739904,461546144,
sp|B0V3F8|PRKRA_DANRE,B0V3F8,PRKRA_DANRE,prkra,282,Danio rerio,2:Experimental evidence at transcript level,Interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog,1,0.999,2,11,11,11,1,2,5,3,1,2,5,3,1,2,5,3,203155568,165363952,290530560,178139040,203155568,165363952,272815776,178139040,
sp|B5DE31|YBOX1_DANRE,B5DE31,YBOX1_DANRE,ybx1,310,Danio rerio,1:Experimental evidence at protein level,Y-box-binding protein 1,1,0.999,5,34,34,34,7,10,10,7,7,10,10,7,7,10,10,7,1521371900,1387739260,1865947010,1850420860,756506750,681092350,1035953600,1118572540,
sp|B7ZC77|CTNA2_DANRE,B7ZC77,CTNA2_DANRE,Ctnna2,865,Danio rerio,3:Protein inferred from homology,Catenin alpha-2,1,0.999,4,9,9,9,1,3,4,1,1,3,4,1,1,3,4,1,0,48849968,109939776,0,0,56912616,38816528,0,
sp|B8A5G9|TRM5_DANRE,B8A5G9,TRM5_DANRE,trmt5,480,Danio rerio,3:Protein inferred from homology,tRNA (guanine(37)-N1)-methyltransferase,0.6845,0.9921,1,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,
sp|B8A5I7|SSBP_DANRE,B8A5I7,SSBP_DANRE,ssbp1,146,Danio rerio,1:Experimental evidence at protein level,"Single-stranded DNA-binding protein, mitochondrial",1,0.999,3,11,11,11,3,4,3,1,3,4,3,1,3,4,3,1,636849280,110826944,419176256,193035264,226015776,151041216,257956560,263079360,
sp|B8JLQ9|CBPO_DANRE,B8JLQ9,CBPO_DANRE,cpo,363,Danio rerio,1:Experimental evidence at protein level,Carboxypeptidase O,0.9444,0.999,1,5,5,5,1,0,2,2,1,0,2,2,1,0,2,2,0,0,115758864,123493496,0,0,115758864,123493496,
sp|B8JMH0|CAF17_DANRE,B8JMH0,CAF17_DANRE,iba57,354,Danio rerio,3:Protein inferred from homology,"Putative transferase CAF17 homolog, mitochondrial",0.3894,0.9738,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,80788080,0,0,0,0,0,0,0,
sp|B8XY56|RNT2_DANRE,B8XY56,RNT2_DANRE,rnaset2,240,Danio rerio,2:Experimental evidence at transcript level,Ribonuclease T2,0.9999,0.998,2,10,10,10,3,3,4,0,3,3,4,0,3,3,4,0,99153904,157693056,224058528,0,99153904,0,224058528,0,
sp|E7F1H9|YTHD2_DANRE,E7F1H9,YTHD2_DANRE,ythdf2,613,Danio rerio,1:Experimental evidence at protein level,YTH domain-containing family protein 2,0.925,0.9746,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,70188680,0,0,0,0,0,0,0,
sp|E7F3I6|CLP1_DANRE,E7F3I6,CLP1_DANRE,clp1,443,Danio rerio,1:Experimental evidence at protein level,Polyribonucleotide 5'-hydroxyl-kinase Clp1,0.9733,0.9982,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,13825784,0,0,0,0,
sp|E7F6H7|DCI2A_DANRE,E7F6H7,DCI2A_DANRE,dync1i2a,626,Danio rerio,3:Protein inferred from homology,"Dynein, cytoplasmic 1, intermediate chain 2a",1,0.999,3,7,7,7,1,3,1,2,1,3,1,2,1,3,1,2,10706718,150050928,9661093,56145852,10706718,0,9661093,56145852,
sp|E9QI36|HARS1_DANRE,E9QI36,HARS1_DANRE,hars,513,Danio rerio,3:Protein inferred from homology,Histidine--tRNA ligase,1,0.9961,5,15,15,15,6,4,2,3,6,4,2,3,6,4,2,3,1156600580,2729953280,143949472,1542642180,1114786560,1578656900,1038613570,871687300,
sp|E9QJ30|KL40B_DANRE,E9QJ30,KL40B_DANRE,klhl40b,618,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 40b,1,0.999,2,4,4,4,0,2,0,2,0,2,0,2,0,2,0,2,0,5004741,0,153433616,0,7331796,0,71445832,
sp|F1Q575|NNRD_DANRE,F1Q575,NNRD_DANRE,naxd,330,Danio rerio,3:Protein inferred from homology,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,0.9001,0.9981,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
sp|F1Q8C3|CP2K6_DANRE,F1Q8C3,CP2K6_DANRE,cyp2k6,505,Danio rerio,1:Experimental evidence at protein level,Cytochrome P450 2K6,0.9069,0.9982,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,19474748,0,0,0,0,0,0,
sp|F1Q8X5|FERM2_DANRE,F1Q8X5,FERM2_DANRE,fermt2,684,Danio rerio,2:Experimental evidence at transcript level,Fermitin family homolog 2,1,0.9989,3,9,9,9,3,2,3,1,3,2,3,1,3,2,3,1,24641228,29735176,0,0,24641228,29735176,0,0,
sp|F1QB54|PABPA_DANRE,F1QB54,PABPA_DANRE,pabpc1a,634,Danio rerio,1:Experimental evidence at protein level,Polyadenylate-binding protein 1A,1,0.999,10,40,40,40,10,13,10,7,10,13,10,7,10,13,10,7,3199844350,3141677820,2798797310,2376921090,776962240,815923650,896782850,917611840,
sp|F1QC45|XRP2_DANRE,F1QC45,XRP2_DANRE,rp2,376,Danio rerio,1:Experimental evidence at protein level,Protein XRP2,0.4872,0.9822,1,7,7,7,2,2,2,1,2,2,2,1,2,2,2,1,102036952,64830548,112297752,127777360,102036952,64830548,112297752,127777360,
sp|F1QCV2|HDA10_DANRE,F1QCV2,HDA10_DANRE,hdac10,675,Danio rerio,1:Experimental evidence at protein level,Polyamine deacetylase HDAC10,1,0.999,2,4,4,4,2,2,0,0,2,2,0,0,2,2,0,0,0,32539322,0,0,0,0,0,0,
sp|F1QEB7|WDR11_DANRE,F1QEB7,WDR11_DANRE,wdr11,1239,Danio rerio,2:Experimental evidence at transcript level,WD repeat-containing protein 11,0.995,0.9975,2,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,8340094,0,0,0,0,0,0,0,
sp|F1QEG2|KL41B_DANRE,F1QEG2,KL41B_DANRE,klhl41b,605,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 41b,1,0.9972,2,3,3,3,0,2,0,1,0,2,0,1,0,2,0,1,76444392,14688871,0,118113120,76444392,0,0,118113120,
sp|F1QGH7|CTNB1_DANRE,F1QGH7,CTNB1_DANRE,ctnnb1,780,Danio rerio,1:Experimental evidence at protein level,Catenin beta-1,1,0.999,13,48,48,84,12,17,13,6,12,17,13,6,19,25,24,16,1963803010,1420835580,1392791940,1050065410,524791360,325726400,313161056,317823552,
sp|F1QGH9|PS11B_DANRE,F1QGH9,PS11B_DANRE,psmd11b,422,Danio rerio,2:Experimental evidence at transcript level,26S proteasome non-ATPase regulatory subunit 11B,1,0.9977,5,4,4,12,2,1,1,0,2,1,1,0,5,4,2,1,88222712,69408320,0,0,88222712,69408320,0,0,
sp|F1QGW6|IF2G_DANRE,F1QGW6,IF2G_DANRE,eif2s3,472,Danio rerio,3:Protein inferred from homology,Eukaryotic translation initiation factor 2 subunit 3,1,0.999,23,144,144,144,43,41,37,23,43,41,37,23,43,41,37,23,8851970000,6789888000,9100286000,7264617000,1396599040,1081639550,1256965890,1144152450,
sp|F1QLR3|FXR1_DANRE,F1QLR3,FXR1_DANRE,fxr1,622,Danio rerio,1:Experimental evidence at protein level,RNA-binding protein FXR1,0.9928,0.9917,2,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,0,8419314,0,0,0,0,0,0,
sp|F1QSQ0|DSC2L_DANRE,F1QSQ0,DSC2L_DANRE,dsc2l,934,Danio rerio,2:Experimental evidence at transcript level,Desmocollin 2-like protein,1,0.999,4,9,9,9,3,3,2,1,3,3,2,1,3,3,2,1,232329152,294104832,408573216,577678590,336054752,355290240,184954208,289714176,
