Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Bad_oocyte_1 Spectral Count,Good_oocyte_1 Spectral Count,Bad_oocyte_1 Unique Spectral Count,Good_oocyte_1 Unique Spectral Count,Bad_oocyte_1 Total Spectral Count,Good_oocyte_1 Total Spectral Count,Bad_oocyte_1 Intensity,Good_oocyte_1 Intensity,Indistinguishable Proteins
sp|Q6DC37|HNMT_DANRE,Q6DC37,HNMT_DANRE,hnmt,292,Danio rerio,2:Experimental evidence at transcript level,Histamine N-methyltransferase,0.9998,0.9777,3,3,3,3,3,0,3,0,3,0,29700244,11670430,
sp|Q6DEG4|LTOR2_DANRE,Q6DEG4,LTOR2_DANRE,lamtor2,125,Danio rerio,2:Experimental evidence at transcript level,Ragulator complex protein LAMTOR2,0.9959,0.9952,1,1,1,1,1,0,1,0,1,0,17229986,0,
sp|Q6DG91|PSMG1_DANRE,Q6DG91,PSMG1_DANRE,psmg1,277,Danio rerio,2:Experimental evidence at transcript level,Proteasome assembly chaperone 1,0.9925,0.9737,2,2,2,2,2,0,2,0,2,0,23672912,7235492,
sp|Q6DGJ3|TIM13_DANRE,Q6DGJ3,TIM13_DANRE,timm13,95,Danio rerio,3:Protein inferred from homology,Mitochondrial import inner membrane translocase subunit Tim13,0.9849,0.9952,1,2,2,2,1,1,1,1,1,1,31267900,16932344,
sp|Q6DGQ0|SPT4H_DANRE,Q6DGQ0,SPT4H_DANRE,supt4h1,117,Danio rerio,3:Protein inferred from homology,Transcription elongation factor SPT4,0.932,0.9952,1,1,1,1,1,0,1,0,1,0,7983673,0,
sp|Q6DGZ0|GPT11_DANRE,Q6DGZ0,GPT11_DANRE,gpatch11,262,Danio rerio,2:Experimental evidence at transcript level,G patch domain-containing protein 11,0.8012,0.9838,1,2,2,2,1,1,1,1,1,1,1793614.5,305712.22,
sp|Q6DH65|DENR_DANRE,Q6DH65,DENR_DANRE,denr,208,Danio rerio,1:Experimental evidence at protein level,Density-regulated protein,0.9973,0.9969,1,2,2,2,1,1,1,1,1,1,15711714,12875922,
sp|Q6DRC0|SYSC_DANRE,Q6DRC0,SYSC_DANRE,sars1,515,Danio rerio,1:Experimental evidence at protein level,"Serine--tRNA ligase, cytoplasmic",1,0.9969,20,33,33,33,6,27,6,27,6,27,106292752,686841090,
sp|Q6DRC4|EIF3G_DANRE,Q6DRC4,EIF3G_DANRE,eif3g,293,Danio rerio,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit G,1,0.999,10,18,18,18,12,6,12,6,12,6,274598624,30979624,
sp|Q6DRF3|PSB1_DANRE,Q6DRF3,PSB1_DANRE,psmb1,237,Danio rerio,2:Experimental evidence at transcript level,Proteasome subunit beta type-1,1,0.9909,6,11,11,11,6,5,6,5,6,5,175576128,142573584,
sp|Q6DRI1|EI3EA_DANRE,Q6DRI1,EI3EA_DANRE,eif3ea,446,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit E-A,1,0.9987,8,11,6,11,7,4,3,3,7,4,153588976,37612072,
sp|Q6GMK8|GMPAA_DANRE,Q6GMK8,GMPAA_DANRE,gmppaa,422,Danio rerio,2:Experimental evidence at transcript level,Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-A,0.9999,0.999,2,3,1,3,1,2,0,1,1,2,15487894,8758850,
sp|Q6GQN8|MECR_DANRE,Q6GQN8,MECR_DANRE,mecr,377,Danio rerio,2:Experimental evidence at transcript level,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",0.9936,0.9619,2,2,2,2,0,2,0,2,0,2,0,7312010,
sp|Q6IQ73|CHM4C_DANRE,Q6IQ73,CHM4C_DANRE,chmp4c,224,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 4c,0.997,0.9988,1,2,2,2,1,1,1,1,1,1,18344092,9226702,
sp|Q6IQE5|GET3_DANRE,Q6IQE5,GET3_DANRE,get3,341,Danio rerio,1:Experimental evidence at protein level,ATPase GET3,1,0.9986,3,4,4,4,3,1,3,1,3,1,63854904,7077364,
sp|Q6IQM2|CYC_DANRE,Q6IQM2,CYC_DANRE,cyc,104,Danio rerio,3:Protein inferred from homology,Cytochrome c,1,0.9952,3,5,5,5,3,2,3,2,3,2,116236280,95868240,
sp|Q6IQS6|SAE1_DANRE,Q6IQS6,SAE1_DANRE,sae1,348,Danio rerio,2:Experimental evidence at transcript level,SUMO-activating enzyme subunit 1,1,0.9987,11,21,21,21,10,11,10,11,10,11,609381700,248646032,
sp|Q6NUW5|AN32E_DANRE,Q6NUW5,AN32E_DANRE,anp32e,250,Danio rerio,1:Experimental evidence at protein level,Acidic leucine-rich nuclear phosphoprotein 32 family member E,0.9998,0.991,3,4,4,4,3,1,3,1,3,1,46085168,40775504,
sp|Q6NW76|AURKB_DANRE,Q6NW76,AURKB_DANRE,aurkb,320,Danio rerio,2:Experimental evidence at transcript level,Aurora kinase B,0.9136,0.9937,1,1,1,1,1,0,1,0,1,0,5133938,0,
sp|Q6NWE0|CK054_DANRE,Q6NWE0,CK054_DANRE,zgc:85789,319,Danio rerio,2:Experimental evidence at transcript level,Ester hydrolase C11orf54 homolog,1,0.9981,3,3,3,3,1,2,1,2,1,2,10591422,11224052,
sp|Q6NX08|WDR12_DANRE,Q6NX08,WDR12_DANRE,wdr12,422,Danio rerio,2:Experimental evidence at transcript level,Ribosome biogenesis protein wdr12,1,0.9617,3,3,3,3,1,2,1,2,1,2,71513256,19291086,
sp|Q6NXA9|UBXN1_DANRE,Q6NXA9,UBXN1_DANRE,ubxn1,294,Danio rerio,2:Experimental evidence at transcript level,UBX domain-containing protein 1,0.7544,0.9788,1,2,2,2,1,1,1,1,1,1,4186960,1698307.5,
sp|Q6NY64|2ABD_DANRE,Q6NY64,2ABD_DANRE,ppp2r2d,447,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,1,0.9788,5,6,6,6,2,4,2,4,2,4,37004916,22868876,
sp|Q6NY74|RFA1_DANRE,Q6NY74,RFA1_DANRE,rpa1,601,Danio rerio,1:Experimental evidence at protein level,Replication protein A 70 kDa DNA-binding subunit,1,0.9944,8,10,10,10,3,7,3,7,3,7,106067800,108966616,
sp|Q6NYD7|OCAD1_DANRE,Q6NYD7,OCAD1_DANRE,ociad1,266,Danio rerio,2:Experimental evidence at transcript level,OCIA domain-containing protein 1,1,0.9985,5,6,6,6,4,2,4,2,4,2,72281152,6328747.5,
sp|Q6NYS8|OST48_DANRE,Q6NYS8,OST48_DANRE,ddost,441,Danio rerio,2:Experimental evidence at transcript level,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,1,0.999,15,21,21,21,19,2,19,2,19,2,811277950,47760352,
sp|Q6P026|BAF_DANRE,Q6P026,BAF_DANRE,banf1,90,Danio rerio,1:Experimental evidence at protein level,Barrier-to-autointegration factor,1,0.9952,3,4,4,4,2,2,2,2,2,2,18087516,41347492,
sp|Q6P0D9|CIAO1_DANRE,Q6P0D9,CIAO1_DANRE,ciao1,330,Danio rerio,2:Experimental evidence at transcript level,Probable cytosolic iron-sulfur protein assembly protein ciao1,1,0.9981,3,4,4,4,2,2,2,2,2,2,11611001,8159094.5,
sp|Q6P0E5|DDRGK_DANRE,Q6P0E5,DDRGK_DANRE,ddrgk1,300,Danio rerio,2:Experimental evidence at transcript level,DDRGK domain-containing protein 1,0.9993,0.9966,2,2,2,2,2,0,2,0,2,0,3598439,0,
sp|Q6P0H6|CSN4_DANRE,Q6P0H6,CSN4_DANRE,cops4,406,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 4,1,0.999,9,11,11,11,8,3,8,3,8,3,144446704,4856226.5,
sp|Q6P0I8|EXOS6_DANRE,Q6P0I8,EXOS6_DANRE,exosc6,271,Danio rerio,2:Experimental evidence at transcript level,Exosome complex component MTR3,0.6497,0.9654,1,1,1,1,1,0,1,0,1,0,0,0,
sp|Q6P0V6|RL8_DANRE,Q6P0V6,RL8_DANRE,rpl8,257,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL2,1,0.9905,4,4,4,4,0,4,0,4,0,4,0,3761843.5,
sp|Q6P298|NUBP1_DANRE,Q6P298,NUBP1_DANRE,nubp1,321,Danio rerio,2:Experimental evidence at transcript level,Cytosolic Fe-S cluster assembly factor nubp1,1,0.9975,3,5,5,5,3,2,3,2,3,2,4117753.5,3526781,
