Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,6hpf Spectral Count,6hpf Unique Spectral Count,6hpf Total Spectral Count,6hpf Intensity,Indistinguishable Proteins
sp|A0A0R4IKJ1|CAPAM_DANRE,A0A0R4IKJ1,CAPAM_DANRE,pcif1,721,Danio rerio,1:Experimental evidence at protein level,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase,0.9736,0.9809,3,3,3,3,3,3,3,201773984,
sp|A0A0R4IQZ2|ZDH13_DANRE,A0A0R4IQZ2,ZDH13_DANRE,zdhhc13,645,Danio rerio,2:Experimental evidence at transcript level,Putative palmitoyltransferase ZDHHC13,1,0.999,17,46,40,46,46,40,46,14240578600,
sp|A0A0R4ITC5|TRRAP_DANRE,A0A0R4ITC5,TRRAP_DANRE,trrap,3841,Danio rerio,3:Protein inferred from homology,Transformation/transcription domain-associated protein,1,0.999,77,126,126,126,126,126,126,26107148300,
sp|A0A0R4IVV0|MTP_DANRE,A0A0R4IVV0,MTP_DANRE,mttp,884,Danio rerio,1:Experimental evidence at protein level,Microsomal triglyceride transfer protein large subunit,1,0.999,30,68,68,68,68,68,68,43043525000,
sp|A0A0R4IWG9|GCNA_DANRE,A0A0R4IWG9,GCNA_DANRE,gcna,586,Danio rerio,3:Protein inferred from homology,Germ cell nuclear acidic protein,1,0.999,13,19,19,19,19,19,19,2105072510,
sp|A0A0R4IXF6|KAT2A_DANRE,A0A0R4IXF6,KAT2A_DANRE,kat2a,795,Danio rerio,2:Experimental evidence at transcript level,Histone acetyltransferase KAT2A,1,0.999,13,13,12,13,13,12,13,9073113100,
sp|A0A0R4IZ84|EST1A_DANRE,A0A0R4IZ84,EST1A_DANRE,smg6,1544,Danio rerio,2:Experimental evidence at transcript level,Telomerase-binding protein EST1A,1,0.9972,12,14,14,14,14,14,14,4215425020,
sp|A0A1L2F565|PTH4_DANRE,A0A1L2F565,PTH4_DANRE,pth4,121,Danio rerio,2:Experimental evidence at transcript level,Parathyroid hormone 4,0.4298,0.9624,1,1,1,1,1,1,1,84672496,
sp|A0A286Y9D1|PHF14_DANRE,A0A286Y9D1,PHF14_DANRE,phf14,914,Danio rerio,1:Experimental evidence at protein level,PHD finger protein 14,1,0.999,21,29,29,29,29,29,29,3272936190,
sp|A0A2R8Q3S9|CLCC1_DANRE,A0A2R8Q3S9,CLCC1_DANRE,clcc1,609,Danio rerio,2:Experimental evidence at transcript level,Chloride channel CLIC-like protein 1,1,0.999,13,25,25,25,25,25,25,2606502400,
sp|A0A2R8QCI3|DAPLE_DANRE,A0A2R8QCI3,DAPLE_DANRE,ccdc88c,2023,Danio rerio,2:Experimental evidence at transcript level,Protein Daple,1,0.999,45,58,58,58,58,58,58,6623097900,
sp|A0A2R8QFQ6|FB11A_DANRE,A0A2R8QFQ6,FB11A_DANRE,fbxw11a,562,Danio rerio,2:Experimental evidence at transcript level,F-box and WD repeat domain-containing 11-A,1,0.9986,15,4,4,29,4,4,29,312436576,
sp|A0A2R8QP51|DPP9_DANRE,A0A2R8QP51,DPP9_DANRE,dpp9,885,Danio rerio,3:Protein inferred from homology,Dipeptidyl peptidase 9,1,0.999,18,31,31,31,31,31,31,4423964200,
sp|A0A2R8RWN9|FB11B_DANRE,A0A2R8RWN9,FB11B_DANRE,fbxw11b,534,Danio rerio,2:Experimental evidence at transcript level,F-box and WD repeat domain-containing 11-B,1,0.9989,15,31,6,31,31,6,31,5201473500,
sp|A0A8M1N5Y4|TMX3A_DANRE,A0A8M1N5Y4,TMX3A_DANRE,tmx3a,437,Danio rerio,2:Experimental evidence at transcript level,Protein disulfide-isomerase tmx3a,1,0.999,8,14,14,14,14,14,14,2235265790,
sp|A0A8M2BID5|DESPA_DANRE,A0A8M2BID5,DESPA_DANRE,dspa,2059,Danio rerio,2:Experimental evidence at transcript level,Desmoplakin-A,1,0.999,32,34,34,36,34,34,36,7695743000,
sp|A0A8M3AJY3|ABRX2_DANRE,A0A8M3AJY3,ABRX2_DANRE,abraxas2,416,Danio rerio,1:Experimental evidence at protein level,BRISC complex subunit abraxas 2,1,0.999,9,13,13,13,13,13,13,2359949060,
sp|A0A8M3B525|BRCC3_DANRE,A0A8M3B525,BRCC3_DANRE,brcc3,287,Danio rerio,1:Experimental evidence at protein level,Lys-63-specific deubiquitinase,1,0.999,12,28,28,28,28,28,28,2500345600,
sp|A0A8M9PDM1|SACA6_DANRE,A0A8M9PDM1,SACA6_DANRE,spaca6,317,Danio rerio,2:Experimental evidence at transcript level,Sperm acrosome membrane-associated protein 6,0.4097,0.9593,1,1,1,1,1,1,1,101407456,
sp|A0A8M9PQ61|DESPB_DANRE,A0A8M9PQ61,DESPB_DANRE,dspb,2207,Danio rerio,2:Experimental evidence at transcript level,Desmoplakin-B,1,0.9989,26,31,29,31,31,29,31,5806950400,
sp|A0AUR5|MINY3_DANRE,A0AUR5,MINY3_DANRE,mindy3,446,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin carboxyl-terminal hydrolase MINDY-3,1,0.999,16,51,51,51,51,51,51,9338015700,
sp|A0AUS0|WSDU1_DANRE,A0AUS0,WSDU1_DANRE,wdsub1,487,Danio rerio,2:Experimental evidence at transcript level,"WD repeat, SAM and U-box domain-containing protein 1",0.9569,0.9964,3,3,3,3,3,3,3,65656924,
sp|A0JMD0|CLU_DANRE,A0JMD0,CLU_DANRE,cluh,1400,Danio rerio,2:Experimental evidence at transcript level,Clustered mitochondria protein homolog,1,0.999,46,114,114,114,114,114,114,22542905300,
sp|A0JMD4|TPC2_DANRE,A0JMD4,TPC2_DANRE,tpcn2,774,Danio rerio,2:Experimental evidence at transcript level,Two pore channel protein 2,0.997,0.9847,5,5,5,5,5,5,5,333432864,
sp|A0JME2|MCAF1_DANRE,A0JME2,MCAF1_DANRE,atf7ip,815,Danio rerio,1:Experimental evidence at protein level,Activating transcription factor 7-interacting protein 1,1,0.999,25,59,59,59,59,59,59,13398944800,
sp|A0JME6|ISOC2_DANRE,A0JME6,ISOC2_DANRE,isoc2,197,Danio rerio,2:Experimental evidence at transcript level,Isochorismatase domain-containing protein 2,1,0.999,8,22,22,22,22,22,22,3198461180,
sp|A0JMF6|MTMRA_DANRE,A0JMF6,MTMRA_DANRE,mtmr10,752,Danio rerio,2:Experimental evidence at transcript level,Myotubularin-related protein 10,1,0.999,12,16,16,16,16,16,16,1418340220,
sp|A0JMF7|HAUS6_DANRE,A0JMF7,HAUS6_DANRE,haus6,794,Danio rerio,2:Experimental evidence at transcript level,HAUS augmin-like complex subunit 6,1,0.999,15,34,34,34,34,34,34,3244744700,
sp|A0JMF8|RFX3_DANRE,A0JMF8,RFX3_DANRE,rfx3,765,Danio rerio,2:Experimental evidence at transcript level,Transcription factor RFX3,0.9999,0.9984,6,3,3,9,3,3,9,264921600,
sp|A0JMI9|RRF2M_DANRE,A0JMI9,RRF2M_DANRE,gfm2,762,Danio rerio,2:Experimental evidence at transcript level,"Ribosome-releasing factor 2, mitochondrial",1,0.999,29,66,66,66,66,66,66,11045211100,
sp|A0JMK5|MTMR2_DANRE,A0JMK5,MTMR2_DANRE,mtmr2,620,Danio rerio,2:Experimental evidence at transcript level,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR2",0.9927,0.9597,4,8,8,8,8,8,8,8837489700,
sp|A0JMK9|CAF1A_DANRE,A0JMK9,CAF1A_DANRE,chaf1a,863,Danio rerio,1:Experimental evidence at protein level,Chromatin assembly factor 1 subunit A,1,0.999,31,83,83,83,83,83,83,22825300000,
sp|A0JML8|DALD3_DANRE,A0JML8,DALD3_DANRE,dalrd3,558,Danio rerio,2:Experimental evidence at transcript level,DALR anticodon-binding domain-containing protein 3,1,0.999,6,7,7,7,7,7,7,6117140500,
sp|A0JMP0|PGGHG_DANRE,A0JMP0,PGGHG_DANRE,pgghg,655,Danio rerio,2:Experimental evidence at transcript level,Protein-glucosylgalactosylhydroxylysine glucosidase,1,0.999,9,15,15,15,15,15,15,1363255300,
sp|A0JMQ0|BOP1_DANRE,A0JMQ0,BOP1_DANRE,bop1,777,Danio rerio,2:Experimental evidence at transcript level,Ribosome biogenesis protein bop1,1,0.999,27,52,52,52,52,52,52,9807867900,
sp|A0JMQ7|MTS1A_DANRE,A0JMQ7,MTS1A_DANRE,mtus1a,440,Danio rerio,2:Experimental evidence at transcript level,Microtubule-associated tumor suppressor 1 homolog A,0.9997,0.9877,5,7,7,7,7,7,7,3966046980,
sp|A0JPF5|FHI2B_DANRE,A0JPF5,FHI2B_DANRE,fhip2b,735,Danio rerio,2:Experimental evidence at transcript level,FHF complex subunit HOOK-interacting protein 2B,0.6997,0.9875,1,1,1,1,1,1,1,2944115.5,
sp|A0JPF9|ISPD_DANRE,A0JPF9,ISPD_DANRE,crppa,462,Danio rerio,2:Experimental evidence at transcript level,D-ribitol-5-phosphate cytidylyltransferase,1,0.999,10,17,17,17,17,17,17,2032926340,
sp|A0MTA1|APEX1_DANRE,A0MTA1,APEX1_DANRE,apex1,310,Danio rerio,1:Experimental evidence at protein level,DNA repair nuclease APEX1,1,0.999,34,186,186,186,186,186,186,82888516000,
sp|A0PJR5|ECHD3_DANRE,A0PJR5,ECHD3_DANRE,echdc3,289,Danio rerio,2:Experimental evidence at transcript level,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",1,0.999,12,69,69,69,69,69,69,30272301100,
sp|A0T2N3|APJB_DANRE,A0T2N3,APJB_DANRE,aplnrb,359,Danio rerio,1:Experimental evidence at protein level,Apelin receptor B,0.9755,0.9989,2,3,3,3,3,3,3,643882750,
sp|A1A5H6|CNOT1_DANRE,A1A5H6,CNOT1_DANRE,cnot1,2374,Danio rerio,2:Experimental evidence at transcript level,CCR4-NOT transcription complex subunit 1,1,0.999,89,229,229,229,229,229,229,50126328000,
sp|A1A5H8|YES_DANRE,A1A5H8,YES_DANRE,yes1,546,Danio rerio,1:Experimental evidence at protein level,Tyrosine-protein kinase yes,1,0.999,25,61,35,61,61,35,61,17941913600,
sp|A1A5V7|TM41B_DANRE,A1A5V7,TM41B_DANRE,tmem41b,282,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 41B,1,0.999,4,10,10,10,10,10,10,931405570,
sp|A1A5V9|ELP5_DANRE,A1A5V9,ELP5_DANRE,elp5,296,Danio rerio,2:Experimental evidence at transcript level,Elongator complex protein 5,1,0.998,5,5,5,5,5,5,5,297809344,
sp|A1A5Y5|TT39A_DANRE,A1A5Y5,TT39A_DANRE,ttc39a,565,Danio rerio,2:Experimental evidence at transcript level,Tetratricopeptide repeat protein 39A,1,0.999,7,13,13,13,13,13,13,3175615230,
sp|A1A5Z3|EFTS_DANRE,A1A5Z3,EFTS_DANRE,tsfm,305,Danio rerio,2:Experimental evidence at transcript level,"Elongation factor Ts, mitochondrial",1,0.999,17,64,64,64,64,64,64,27423803400,
sp|A1IH00|GOGA2_DANRE,A1IH00,GOGA2_DANRE,golga2,1028,Danio rerio,2:Experimental evidence at transcript level,Golgin subfamily A member 2,1,0.999,44,127,127,127,127,127,127,41727873000,
sp|A1L1F1|NDUF3_DANRE,A1L1F1,NDUF3_DANRE,ndufaf3,174,Danio rerio,2:Experimental evidence at transcript level,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,1,0.999,8,45,45,45,45,45,45,12693206000,
sp|A1L1F4|PDS5A_DANRE,A1L1F4,PDS5A_DANRE,pds5a,1320,Danio rerio,2:Experimental evidence at transcript level,Sister chromatid cohesion protein PDS5 homolog A,1,0.999,56,115,115,115,115,115,115,35618181000,
sp|A1L1F6|I80DB_DANRE,A1L1F6,I80DB_DANRE,ino80db,843,Danio rerio,2:Experimental evidence at transcript level,INO80 complex subunit D-B,0.9776,0.9944,3,3,3,3,3,3,3,9774594000,
sp|A1L1M4|P4R2B_DANRE,A1L1M4,P4R2B_DANRE,ppp4r2b,426,Danio rerio,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 4 regulatory subunit 2-B,1,0.999,14,35,32,35,35,32,35,6824999400,
sp|A1L1N5|HN1BA_DANRE,A1L1N5,HN1BA_DANRE,hnf1ba,559,Danio rerio,2:Experimental evidence at transcript level,Hepatocyte nuclear factor 1-beta-A,0.6011,0.9808,1,1,1,1,1,1,1,0,
sp|A1L1P7|DNLZ_DANRE,A1L1P7,DNLZ_DANRE,dnlz,183,Danio rerio,2:Experimental evidence at transcript level,DNL-type zinc finger protein,1,0.9989,5,11,11,11,11,11,11,1649463680,
sp|A1L1R0|SHQ1_DANRE,A1L1R0,SHQ1_DANRE,shq1,585,Danio rerio,1:Experimental evidence at protein level,Protein SHQ1 homolog,1,0.9988,11,16,16,16,16,16,16,9184904200,
sp|A1L1R6|ZN423_DANRE,A1L1R6,ZN423_DANRE,znf423,1365,Danio rerio,2:Experimental evidence at transcript level,Zinc finger protein 423,1,0.999,5,5,5,5,5,5,5,411903040,
sp|A1L1W4|RD10A_DANRE,A1L1W4,RD10A_DANRE,rdh10a,339,Danio rerio,2:Experimental evidence at transcript level,Retinol dehydrogenase 10-A,1,0.9989,4,4,4,5,4,4,5,526283008,
sp|A1L1W9|MOT10_DANRE,A1L1W9,MOT10_DANRE,slc16a10,505,Danio rerio,2:Experimental evidence at transcript level,Monocarboxylate transporter 10,0.9208,0.996,2,2,2,2,2,2,2,107675168,
sp|A1L209|AT7L3_DANRE,A1L209,AT7L3_DANRE,atxn7l3,367,Danio rerio,2:Experimental evidence at transcript level,Ataxin-7-like protein 3,0.4129,0.9598,1,1,1,1,1,1,1,80380640,
sp|A1L243|MESD_DANRE,A1L243,MESD_DANRE,mesd,206,Danio rerio,2:Experimental evidence at transcript level,LRP chaperone MESD,1,0.999,21,269,269,269,269,269,269,306180096000,
sp|A1L244|SAC1B_DANRE,A1L244,SAC1B_DANRE,sacm1lb,586,Danio rerio,2:Experimental evidence at transcript level,Phosphatidylinositol-3-phosphatase SAC1-B,1,0.999,28,103,103,163,103,103,163,40463188000,
sp|A1L251|ENASE_DANRE,A1L251,ENASE_DANRE,engase,713,Danio rerio,2:Experimental evidence at transcript level,Cytosolic endo-beta-N-acetylglucosaminidase,1,0.999,17,38,38,38,38,38,38,21917456400,
sp|A1L252|RANB9_DANRE,A1L252,RANB9_DANRE,ranbp9,597,Danio rerio,2:Experimental evidence at transcript level,Ran-binding protein 9,1,0.999,14,24,23,24,24,23,24,2218901500,
sp|A1L253|F149B_DANRE,A1L253,F149B_DANRE,fam149b1,644,Danio rerio,2:Experimental evidence at transcript level,Protein FAM149B1,0.7364,0.9642,2,5,5,5,5,5,5,3722503170,
sp|A1L258|D2HDH_DANRE,A1L258,D2HDH_DANRE,d2hgdh,533,Danio rerio,2:Experimental evidence at transcript level,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",1,0.999,19,89,89,89,89,89,89,34370527000,
sp|A1L2E4|MRM3B_DANRE,A1L2E4,MRM3B_DANRE,rnmtl1b,445,Danio rerio,2:Experimental evidence at transcript level,"rRNA methyltransferase 3B, mitochondrial",1,0.999,24,77,77,77,77,77,77,14561592300,
sp|A1L2F3|NUSAP_DANRE,A1L2F3,NUSAP_DANRE,nusap1,446,Danio rerio,2:Experimental evidence at transcript level,Nucleolar and spindle-associated protein 1,1,0.999,10,13,13,13,13,13,13,1211864700,
sp|A1L2G3|BAP1_DANRE,A1L2G3,BAP1_DANRE,bap1,755,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin carboxyl-terminal hydrolase BAP1,1,0.9981,5,6,6,6,6,6,6,1724283900,
sp|A1YB07|AML2A_DANRE,A1YB07,AML2A_DANRE,amotl2a,721,Danio rerio,1:Experimental evidence at protein level,Angiomotin-like 2a,0.993,0.9947,3,4,4,4,4,4,4,798528640,
sp|A2AV36|ANM7_DANRE,A2AV36,ANM7_DANRE,prmt7,683,Danio rerio,2:Experimental evidence at transcript level,Protein arginine N-methyltransferase 7,1,0.999,7,10,10,10,10,10,10,1059483970,
sp|A2BEA6|ARI3A_DANRE,A2BEA6,ARI3A_DANRE,arid3a,570,Danio rerio,1:Experimental evidence at protein level,AT-rich interactive domain-containing protein 3A,1,0.999,8,26,26,26,26,26,26,5126847500,
sp|A2BFP5|S12A9_DANRE,A2BFP5,S12A9_DANRE,slc12a9,899,Danio rerio,3:Protein inferred from homology,Solute carrier family 12 member 9,1,0.999,18,106,106,106,106,106,106,36556972000,
sp|A2BGG1|MTMRC_DANRE,A2BGG1,MTMRC_DANRE,mtmr12,736,Danio rerio,1:Experimental evidence at protein level,Myotubularin-related protein 12,1,0.999,11,14,14,14,14,14,14,1091796610,
sp|A2BGR3|ERC6L_DANRE,A2BGR3,ERC6L_DANRE,ercc6l,1451,Danio rerio,1:Experimental evidence at protein level,DNA excision repair protein ERCC-6-like,1,0.999,50,125,125,125,125,125,125,35576578000,
sp|A2BGS3|TM116_DANRE,A2BGS3,TM116_DANRE,tmem116,361,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 116,0.3678,0.9518,1,1,1,1,1,1,1,71446976,
sp|A2BGT0|UBP30_DANRE,A2BGT0,UBP30_DANRE,usp30,491,Danio rerio,3:Protein inferred from homology,Ubiquitin carboxyl-terminal hydrolase 30,1,0.999,12,26,26,26,26,26,26,4132079620,
sp|A2BGU9|SERHL_DANRE,A2BGU9,SERHL_DANRE,serhl,326,Danio rerio,2:Experimental evidence at transcript level,Serine hydrolase-like protein,1,0.999,8,18,18,18,18,18,18,6295947300,
sp|A2BHB7|GATC_DANRE,A2BHB7,GATC_DANRE,gatc,184,Danio rerio,3:Protein inferred from homology,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",1,0.999,8,33,33,33,33,33,33,5420109300,
sp|A2BHJ4|CNO6L_DANRE,A2BHJ4,CNO6L_DANRE,cnot6l,559,Danio rerio,2:Experimental evidence at transcript level,CCR4-NOT transcription complex subunit 6-like,0.9993,0.9967,2,4,4,4,4,4,4,1317991300,
sp|A2BID7|PRD10_DANRE,A2BID7,PRD10_DANRE,prdm10,1121,Danio rerio,3:Protein inferred from homology,PR domain zinc finger protein 10,1,0.999,7,7,7,7,7,7,7,520427008,
sp|A2BIE7|TAPT1_DANRE,A2BIE7,TAPT1_DANRE,tapt1,567,Danio rerio,2:Experimental evidence at transcript level,Transmembrane anterior posterior transformation protein 1 homolog,1,0.9988,12,25,25,25,25,25,25,3895609340,
sp|A2BIG9|NAA38_DANRE,A2BIG9,NAA38_DANRE,naa38,109,Danio rerio,3:Protein inferred from homology,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",0.9999,0.9987,3,5,5,5,5,5,5,893003840,
sp|A2BIJ3|BSDC1_DANRE,A2BIJ3,BSDC1_DANRE,bsdc1,412,Danio rerio,1:Experimental evidence at protein level,BSD domain-containing protein 1,1,0.999,7,14,14,14,14,14,14,1599756290,
sp|A2BIL7|BAZ1B_DANRE,A2BIL7,BAZ1B_DANRE,baz1b,1536,Danio rerio,1:Experimental evidence at protein level,Tyrosine-protein kinase BAZ1B,1,0.999,52,102,102,102,102,102,102,43496518000,
sp|A2BIL8|BC7BB_DANRE,A2BIL8,BC7BB_DANRE,bcl7bb,201,Danio rerio,2:Experimental evidence at transcript level,B-cell CLL/lymphoma 7 protein family member B-B,0.9996,0.986,7,9,8,12,9,8,12,673220540,
sp|A2CEH0|POC1B_DANRE,A2CEH0,POC1B_DANRE,poc1b,490,Danio rerio,2:Experimental evidence at transcript level,POC1 centriolar protein homolog B,1,0.999,12,18,18,18,18,18,18,2512590080,
sp|A2CEI4|NUP88_DANRE,A2CEI4,NUP88_DANRE,nup88,720,Danio rerio,1:Experimental evidence at protein level,Nucleoporin 88,1,0.999,36,106,106,106,106,106,106,122048938000,
sp|A2CEI6|PIWL2_DANRE,A2CEI6,PIWL2_DANRE,piwil2,1046,Danio rerio,1:Experimental evidence at protein level,Piwi-like protein 2,1,0.9989,16,21,21,21,21,21,21,7339360800,
sp|A2CEQ0|SCM2B_DANRE,A2CEQ0,SCM2B_DANRE,slc25a25b,469,Danio rerio,3:Protein inferred from homology,Calcium-binding mitochondrial carrier protein SCaMC-2-B,1,0.999,18,52,46,52,52,46,52,12456506400,
sp|A2CES0|NEUFC_DANRE,A2CES0,NEUFC_DANRE,cyb5d2,267,Danio rerio,3:Protein inferred from homology,Neuferricin,0.4645,0.9672,2,2,2,2,2,2,2,37979268,
sp|A2CEX1|ZDH8B_DANRE,A2CEX1,ZDH8B_DANRE,zdhhc8b,751,Danio rerio,2:Experimental evidence at transcript level,Palmitoyltransferase ZDHHC8B,0.926,0.9813,2,1,1,2,1,1,2,48575232,
sp|A2RRV3|PATL1_DANRE,A2RRV3,PATL1_DANRE,patl1,765,Danio rerio,1:Experimental evidence at protein level,Protein PAT1 homolog 1,1,0.999,25,58,58,58,58,58,58,13086411800,
sp|A2RRV9|NARFL_DANRE,A2RRV9,NARFL_DANRE,narfl,411,Danio rerio,2:Experimental evidence at transcript level,Cytosolic Fe-S cluster assembly factor narfl,1,0.999,14,28,28,28,28,28,28,7135560700,
sp|A2RV01|DPH6_DANRE,A2RV01,DPH6_DANRE,dph6,255,Danio rerio,2:Experimental evidence at transcript level,Diphthine--ammonia ligase,1,0.999,8,13,13,13,13,13,13,2726708480,
sp|A2RV18|DI3L1_DANRE,A2RV18,DI3L1_DANRE,dis3l,1057,Danio rerio,2:Experimental evidence at transcript level,DIS3-like exonuclease 1,1,0.999,21,38,38,38,38,38,38,3615738620,
sp|A2RV29|ZN346_DANRE,A2RV29,ZN346_DANRE,znf346,301,Danio rerio,2:Experimental evidence at transcript level,Zinc finger protein 346,1,0.999,9,34,34,34,34,34,34,7590862800,
sp|A2VD23|STM_DANRE,A2VD23,STM_DANRE,stm,613,Danio rerio,2:Experimental evidence at transcript level,Protein starmaker,1,0.999,12,21,21,21,21,21,21,3666527740,
sp|A3KNA7|SRBP2_DANRE,A3KNA7,SRBP2_DANRE,srebf2,1099,Danio rerio,1:Experimental evidence at protein level,Sterol regulatory element-binding protein 2,0.9992,0.9962,3,3,3,3,3,3,3,34213324,
sp|A3KNI7|CCDB1_DANRE,A3KNI7,CCDB1_DANRE,ccndbp1,344,Danio rerio,2:Experimental evidence at transcript level,Cyclin-D1-binding protein 1 homolog,1,0.999,10,15,15,15,15,15,15,2590741760,
sp|A3KNK7|MED11_DANRE,A3KNK7,MED11_DANRE,med11,114,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 11,1,0.9989,7,11,11,11,11,11,11,3851702270,
sp|A3KNL5|ATF1A_DANRE,A3KNL5,ATF1A_DANRE,atp5if1a,105,Danio rerio,3:Protein inferred from homology,"ATPase inhibitor A, mitochondrial",1,0.999,11,264,264,264,264,264,264,466175164000,
sp|A3KNM5|SIM15_DANRE,A3KNM5,SIM15_DANRE,smim15,74,Danio rerio,3:Protein inferred from homology,Small integral membrane protein 15,0.4104,0.9594,1,2,2,2,2,2,2,6977977900,
sp|A3KNS2|CNPY3_DANRE,A3KNS2,CNPY3_DANRE,cnpy3,276,Danio rerio,2:Experimental evidence at transcript level,Protein canopy homolog 3,1,0.999,14,47,47,47,47,47,47,15746652200,
sp|A3KNW0|PLD6_DANRE,A3KNW0,PLD6_DANRE,pld6,227,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial cardiolipin hydrolase,0.4241,0.9616,1,3,3,3,3,3,3,1103770110,
sp|A3KP37|NDUF5_DANRE,A3KP37,NDUF5_DANRE,ndufaf5,321,Danio rerio,2:Experimental evidence at transcript level,"Arginine-hydroxylase NDUFAF5, mitochondrial",1,0.999,15,56,56,56,56,56,56,17097872400,
sp|A3KP48|F162B_DANRE,A3KP48,F162B_DANRE,fam162b,155,Danio rerio,2:Experimental evidence at transcript level,Protein FAM162B,1,0.999,9,56,56,56,56,56,56,30198323200,
sp|A3KP59|RIOX1_DANRE,A3KP59,RIOX1_DANRE,riox1,544,Danio rerio,2:Experimental evidence at transcript level,Ribosomal oxygenase 1,1,0.999,18,33,33,33,33,33,33,4613974500,
sp|A3KP74|SDHF2_DANRE,A3KP74,SDHF2_DANRE,sdhaf2,158,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase assembly factor 2, mitochondrial",1,0.999,6,20,20,20,20,20,20,4293331970,
sp|A3KP77|OXND1_DANRE,A3KP77,OXND1_DANRE,oxnad1,270,Danio rerio,2:Experimental evidence at transcript level,Oxidoreductase NAD-binding domain-containing protein 1,0.3737,0.953,2,3,3,3,3,3,3,868649980,
sp|A3KP85|ETKMT_DANRE,A3KP85,ETKMT_DANRE,etfbkmt,258,Danio rerio,2:Experimental evidence at transcript level,Electron transfer flavoprotein beta subunit lysine methyltransferase,0.9347,0.9968,1,2,2,2,2,2,2,107351160,
sp|A3KPA0|JAM3B_DANRE,A3KPA0,JAM3B_DANRE,jam3b,302,Danio rerio,1:Experimental evidence at protein level,Junctional adhesion molecule 3B,0.5197,0.9735,2,2,2,2,2,2,2,167941648,
